******** CONFIGURAÇÃO DE PARALELISMO **************

Número de jobs: 4
       0.344        0.000      163.191     1197.324
       0.344        0.000      163.191     1197.324
       0.345        0.000      163.191     1197.324
       0.345        0.000      163.191     1197.324
       0.346        0.000      163.191     1197.324
       0.363        0.000      163.191     1197.324
       0.363        0.000      163.191     1197.324
       0.364        0.000      163.191     1197.324
       0.364        0.000      163.191     1197.324
       0.365       20.366      163.191     1197.324
       0.365        0.000      163.191     1197.324
       0.366        0.000      163.191     1197.324
       0.366        0.000      163.191     1197.324
       0.390        0.000      163.191     1197.324
       0.395        0.000      163.191     1197.324
       0.396        0.000      163.191     1197.324
       0.411        0.000      163.191     1197.324
       0.411        0.000      163.191     1197.324
       0.412        0.000      163.191     1197.324
       0.412        0.000      163.191     1197.324
       0.420        0.000      163.191     1197.324
       0.421        0.000      163.191     1197.324
       0.436        0.000      163.191     1197.324
       0.440        0.000      163.191     1197.324
       0.443        0.000      163.191     1197.324
       0.443       19.253      163.191     1197.324
       0.444        0.000      163.191     1197.324
       0.444        0.000      163.191     1197.324
       0.445        0.000      163.191     1197.324
       0.470        0.000      163.191     1197.324
       0.471        0.000      163.191     1197.324
       0.471        0.000      163.191     1197.324
       0.472        0.000      163.191     1197.324
       0.472        0.000      163.191     1197.324
       0.473        0.000      163.191     1197.324
       0.473        0.000      163.191     1197.324
       0.474        0.000      163.191     1197.324
       0.474        0.000      163.191     1197.324
       0.486        0.000      163.191     1197.324
       0.499        0.000      163.191     1197.324
       0.509        0.000      163.191     1197.324
       0.509        0.000      163.191     1197.324
       0.510        0.000      163.191     1197.324
       0.510       20.286      163.191     1197.324
       0.522        0.000      163.191     1197.324
       0.539        0.000      163.191     1197.324
       0.539        0.000      163.191     1197.324
       0.542        0.000      163.191     1197.324
       0.548        0.000      163.191     1197.324
       0.554        0.000      163.191     1197.324
       0.555        0.000      163.191     1197.324
       0.555        0.000      163.191     1197.324
       0.556        0.000      163.191     1197.324
       0.556        0.000      163.191     1197.324
       0.557        0.000      163.191     1197.324
       0.557        0.000      163.191     1197.324
       0.558        0.000      163.191     1197.324
       0.558        0.000      163.191     1197.324
       0.575        0.000      163.191     1197.324
       0.575        0.000      163.191     1197.324
       0.583        1.204      163.191     1197.324
       0.584        0.000      163.191     1197.324
       0.594        0.000      163.191     1197.324
       0.599        0.000      163.191     1197.324
       0.600        0.000      163.191     1197.324
       0.600        0.000      163.191     1197.324
       0.601        0.000      163.191     1197.324
       0.601        0.000      163.191     1197.324
       0.622        0.000      163.191     1197.324
       0.632        0.000      163.191     1197.324
       0.633       20.186      163.191     1197.324
       0.633        0.000      163.191     1197.324
       0.641        0.000      163.191     1197.324
       0.649        0.000      163.191     1197.324
       0.650        0.000      163.191     1197.324
       0.650        0.000      163.191     1197.324
       0.655        0.000      163.191     1197.324
       0.656        0.000      163.191     1197.324
       0.671        0.000      163.191     1197.324
       0.671        0.000      163.191     1197.324
       0.672        0.000      163.191     1197.324
       0.672        0.000      163.191     1197.324
       0.673        0.000      163.191     1197.324
       0.673        0.000      163.191     1197.324
       0.674        0.000      163.191     1197.324
       0.674        0.000      163.191     1197.324
       0.701        0.000      163.191     1197.324
       0.701       20.152      163.191     1197.324
       0.711        0.000      163.191     1197.324
       0.711        0.000      163.191     1197.324
       0.712        0.000      163.191     1197.324
       0.712        0.000      163.191     1197.324
       0.713        0.000      163.191     1197.324
       0.713        0.000      163.191     1197.324
       0.714        0.000      163.191     1197.324
       0.714        0.000      163.191     1197.324
       0.722        0.000      163.191     1197.324
       0.727        0.000      163.191     1197.324
       0.727        0.000      163.191     1197.324
       0.728        0.000      163.191     1197.324
       0.728        0.000      163.191     1197.324
       0.735        0.000      163.191     1197.324
       0.735        0.000      163.191     1197.324
       0.736        0.000      163.191     1197.324
       0.736        0.000      163.191     1197.324
       0.737        0.000      163.191     1197.324
       0.737       20.311      163.191     1197.324
       0.738        0.000      163.191     1197.324
       0.738        0.000      163.191     1197.324
       0.751        0.000      163.191     1197.324
       0.752        0.000      163.191     1197.324
       0.752        0.000      163.191     1197.324
       0.753        0.000      163.191     1197.324
       0.753        0.000      163.191     1197.324
       0.762        0.000      163.191     1197.324
       0.762        0.000      163.191     1197.324
       0.763        0.000      163.191     1197.324
       0.763        0.000      163.191     1197.324
       0.764        0.000      163.191     1197.324
       0.764        0.000      163.191     1197.324
       0.765        0.000      163.191     1197.324
       0.765        0.000      163.191     1197.324
       0.766        0.000      163.191     1197.324
       0.766        0.000      163.191     1197.324
       0.779        0.000      163.191     1197.324
       0.782        0.000      163.191     1197.324
       0.783        0.000      163.191     1197.324
       0.783        0.000      163.191     1197.324
       0.787        0.000      163.191     1197.324
       0.787        0.000      163.191     1197.324
       0.788        0.000      163.191     1197.324
       0.788        0.000      163.191     1197.324
       0.789        0.000      163.191     1197.324
       0.800        0.000      163.191     1197.324
       0.801        0.000      163.191     1197.324
       0.802        0.000      163.191     1197.324
       0.807        9.255      163.191     1197.324
       0.808        0.000      163.191     1197.324
       0.808        0.000      163.191     1197.324
       0.809        0.000      163.191     1197.324
       0.809        0.000      163.191     1197.324
       0.810        0.000      163.191     1197.324
       0.813        0.000      163.191     1197.324
       0.813        0.000      163.191     1197.324
       0.814        0.000      163.191     1197.324
       0.814        0.000      163.191     1197.324
       0.821        0.000      163.191     1197.324
       0.821        0.000      163.191     1197.324
       0.821        0.000      163.191     1197.324
       0.827        0.000      163.191     1197.324
       0.827        0.000      163.191     1197.324
       0.828        0.000      163.191     1197.324
       0.828        0.000      163.191     1197.324
       0.832        0.000      163.191     1197.324
       0.835        0.000      163.191     1197.324
       0.835        0.000      163.191     1197.324
       0.840       18.414      163.191     1197.324
       0.842        0.000      163.191     1197.324
       0.842        0.000      163.191     1197.324
       0.846        0.000      163.191     1197.324
       0.846        0.000      163.191     1197.324
       0.851        0.000      163.191     1197.324
       0.851        0.000      163.191     1197.324
       0.852        0.000      163.191     1197.324
       0.852        0.000      163.191     1197.324
       0.855        0.000      163.191     1197.324
       0.856        0.000      163.191     1197.324
       0.863        0.000      163.191     1197.324
       0.863        0.000      163.191     1197.324
       0.864        0.000      163.191     1197.324
       0.864        0.000      163.191     1197.324
       0.865        0.000      163.191     1197.324
       0.865        0.000      163.191     1197.324
       0.866        0.000      163.191     1197.324
       0.866        0.000      163.191     1197.324
       0.873        0.000      163.191     1197.324
       0.873       16.906      163.191     1197.324
       0.874        0.000      163.191     1197.324
       0.879        0.000      163.191     1197.324
       0.880        0.000      163.191     1197.324
       0.880        0.000      163.191     1197.324
       0.884        0.000      163.191     1197.324
       0.884        0.000      163.191     1197.324
       0.885        0.000      163.191     1197.324
       0.885        0.000      163.191     1197.324
       0.886        0.000      163.191     1197.324
       0.886        0.000      163.191     1197.324
       0.894        0.000      163.191     1197.324
       0.895       20.067      163.191     1197.324
       0.896        0.000      163.191     1197.324
       0.896        0.000      163.191     1197.324
       0.897        0.000      163.191     1197.324
       0.897        0.000      163.191     1197.324
       0.898        0.000      163.191     1197.324
       0.898        0.000      163.191     1197.324
       0.899        0.000      163.191     1197.324
       0.910        0.000      163.191     1197.324
       0.914        0.000      163.191     1197.324
       0.914        0.000      163.285     1197.574
       0.915        0.000      163.285     1197.574
       0.915        0.000      163.285     1197.574
       0.916        0.000      163.285     1197.574
       0.916       20.381      163.285     1197.574
       0.917        0.000      163.285     1197.574
       0.917        0.000      163.285     1197.574
       0.918        0.000      163.285     1197.574
       0.918        0.000      163.285     1197.574
       0.929        0.000      163.285     1197.574
       0.930        0.000      163.285     1197.574
       0.930        0.000      163.285     1197.574
       0.934        0.000      163.285     1197.574
       0.935        0.000      163.285     1197.574
       0.936        0.000      163.285     1197.574
       0.936        0.000      163.285     1197.574
       0.937        0.000      163.285     1197.574
       0.937        0.000      163.285     1197.574
       0.938        0.000      163.285     1197.574
       0.938        0.000      163.285     1197.574
       0.939        0.000      163.285     1197.574
       0.951        0.000      163.285     1197.574
       0.952        0.000      163.285     1197.574
       0.954        0.000      163.285     1197.574
       0.959        0.000      163.285     1197.574
       0.959        0.000      163.285     1197.574
       0.960        0.000      163.285     1197.574
       0.960       20.299      163.285     1197.574
       0.961        0.000      163.285     1197.574
       0.965        0.000      163.285     1197.574
       0.966        0.000      163.285     1197.574
       0.966        0.000      163.285     1197.574
       0.966        0.000      163.285     1197.574
       0.972        0.000      163.285     1197.574
       0.973        0.000      163.285     1197.574
       0.973        0.000      163.285     1197.574
       0.975        0.000      163.285     1197.574
       0.979        0.000      163.285     1197.574
       0.980        0.000      163.285     1197.574
       0.980        0.000      163.285     1197.574
       0.981        0.000      163.285     1197.574
       0.981        0.000      163.285     1197.574
       0.982        0.000      163.285     1197.574
       0.983        0.000      163.285     1197.574
       0.983        0.000      163.285     1197.574
       0.984        0.000      163.285     1197.574
       0.987        0.000      163.285     1197.574
       0.987       20.368      163.285     1197.574
       0.988        0.000      163.285     1197.574
       0.988        0.000      163.285     1197.574
       0.989        0.000      163.285     1197.574
       0.989        0.000      163.285     1197.574
       0.990        0.000      163.285     1197.574
       0.990        0.000      163.285     1197.574
       0.994        0.000      163.285     1197.574
       0.995        0.000      163.285     1197.574
       0.996        0.000      163.285     1197.574
       0.996        0.000      163.285     1197.574
       0.997        0.000      163.285     1197.574
       0.997        0.000      163.285     1197.574
       0.998        0.000      163.285     1197.574
       0.998        0.000      163.285     1197.574
       1.006        0.000      163.285     1197.574
       1.006        0.000      163.285     1197.574
       1.007        0.000      163.285     1197.574
       1.007        0.000      163.285     1197.574
       1.008        0.000      163.285     1197.574
       1.008       20.394      163.285     1197.574
       1.009        0.000      163.285     1197.574
       1.009        0.000      163.285     1197.574
       1.010        0.000      163.285     1197.574
       1.014        0.000      163.285     1197.574
       1.015        0.000      163.285     1197.574
       1.015        0.000      163.285     1197.574
       1.018        0.000      163.285     1197.574
       1.019        0.000      163.285     1197.574
       1.019        0.000      163.285     1197.574
       1.020        0.000      163.285     1197.574
       1.020        0.000      163.285     1197.574
       1.023        0.000      163.285     1197.574
       1.023        0.000      163.285     1197.574
       1.024        0.000      163.285     1197.574
       1.024        0.000      163.285     1197.574
       1.025        0.000      163.285     1197.574
       1.025        0.000      163.285     1197.574
       1.030        0.000      163.285     1197.574
       1.030        0.000      163.285     1197.574
       1.031       20.270      163.285     1197.574
       1.031        0.000      163.285     1197.574
       1.033        0.000      163.285     1197.574
       1.033        0.000      163.285     1197.574
       1.034        0.000      163.285     1197.574
       1.036        0.000      163.285     1197.574
       1.037        0.000      163.285     1197.574
       1.037        0.000      163.285     1197.574
       1.037        0.000      163.285     1197.574
       1.043        0.000      163.285     1197.574
       1.043        0.000      163.285     1197.574
       1.044        0.000      163.285     1197.574
       1.044        0.000      163.285     1197.574
       1.045        0.000      163.285     1197.574
       1.045        0.000      163.285     1197.574
       1.047        0.000      163.285     1197.574
       1.047        0.000      163.285     1197.574
       1.048        0.000      163.285     1197.574
       1.048        0.000      163.285     1197.574
       1.049        0.000      163.285     1197.574
       1.049       20.348      163.285     1197.574
       1.054        0.000      163.285     1197.574
       1.056        0.000      163.285     1197.574
       1.057        0.000      163.285     1197.574
       1.058        0.000      163.285     1197.574
       1.061        0.000      163.285     1197.574
       1.062        0.000      163.285     1197.574
       1.062        0.000      163.285     1197.574
       1.063        0.000      163.285     1197.574
       1.063        0.000      163.285     1197.574
       1.064        0.000      163.285     1197.574
       1.064        0.000      163.285     1197.574
       1.065        0.000      163.285     1197.574
       1.065        0.000      163.285     1197.574
       1.066        0.000      163.285     1197.574
       1.071        0.000      163.285     1197.574
       1.071        0.000      163.285     1197.574
       1.072        0.000      163.285     1197.574
       1.072        0.000      163.285     1197.574
       1.073        0.000      163.285     1197.574
       1.073        0.000      163.285     1197.574
       1.074        0.000      163.285     1197.574
       1.079        0.000      163.285     1197.574
       1.079        0.000      163.285     1197.574
       1.080        0.000      163.285     1197.574
       1.080        0.000      163.285     1197.574
       1.081        0.000      163.285     1197.574
       1.081       20.437      163.285     1197.574
       1.082        0.000      163.285     1197.574
       1.085        0.000      163.285     1197.574
       1.085        0.000      163.285     1197.574
       1.086        0.000      163.285     1197.574
       1.091        0.000      163.285     1197.574
       1.091        0.000      163.285     1197.574
       1.092        0.000      163.285     1197.574
       1.092        0.000      163.285     1197.574
       1.093        0.000      163.285     1197.574
       1.093        0.000      163.285     1197.574
       1.094        0.000      163.285     1197.574
       1.097        0.000      163.285     1197.574
       1.097        0.000      163.285     1197.574
       1.098       20.317      163.285     1197.574
       1.098        0.000      163.285     1197.574
       1.102        0.000      163.285     1197.574
       1.102        0.000      163.285     1197.574
       1.103        0.000      163.285     1197.574
       1.103        0.000      163.285     1197.574
       1.104        0.000      163.285     1197.574
       1.104        0.000      163.285     1197.574
       1.105        0.000      163.285     1197.574
       1.105        0.000      163.285     1197.574
       1.106        0.000      163.285     1197.574
       1.106        0.000      163.285     1197.574
       1.111        0.000      163.285     1197.574
       1.111        0.000      163.285     1197.574
       1.112       20.213      163.285     1197.574
       1.112        0.000      163.285     1197.574
       1.113        0.000      163.285     1197.574
       1.113        0.000      163.285     1197.574
       1.114        0.000      163.285     1197.574
       1.114        0.000      163.285     1197.574
       1.119        0.000      163.285     1197.574
       1.119        0.000      163.285     1197.574
       1.120        0.000      163.285     1197.574
       1.120        0.000      163.285     1197.574
       1.123        0.000      163.285     1197.574
       1.123        0.000      163.285     1197.574
       1.124        0.000      163.285     1197.574
       1.124        0.000      163.285     1197.574
       1.125        0.000      163.285     1197.574
       1.125        0.000      163.285     1197.574
       1.126        0.000      163.285     1197.574
       1.126        0.000      163.285     1197.574
       1.130        0.000      163.285     1197.574
       1.132        0.000      163.285     1197.574
       1.133        0.000      163.285     1197.574
       1.133       20.280      163.285     1197.574
       1.134        0.000      163.285     1197.574
       1.137        0.000      163.285     1197.574
       1.138        0.000      163.285     1197.574
       1.138        0.000      163.285     1197.574
       1.139        0.000      163.285     1197.574
       1.139        0.000      163.285     1197.574
       1.140        0.000      163.285     1197.574
       1.140        0.000      163.285     1197.574
       1.141        0.000      163.285     1197.574
       1.141        0.000      163.285     1197.574
       1.142        0.000      163.285     1197.574
       1.142        0.000      163.285     1197.574
       1.147        0.000      163.285     1197.574
       1.148        0.000      163.285     1197.574
       1.148        0.000      163.285     1197.574
       1.149        0.000      163.285     1197.574
       1.149        0.000      163.285     1197.574
       1.149        0.000      163.285     1197.574
       1.150        0.000      163.285     1197.574
       1.150        2.198      163.285     1197.574
       1.155        0.000      163.285     1197.574
       1.156        0.000      163.285     1197.574
       1.156        0.000      163.285     1197.574
       1.159        0.000      163.285     1197.574
       1.159        0.000      163.285     1197.574
       1.161        0.000      163.285     1197.574
       1.163        0.000      163.285     1197.574
       1.164        0.000      163.285     1197.574
       1.164        0.000      163.285     1197.574
       1.165        0.000      163.285     1197.574
       1.165        0.000      163.285     1197.574
       1.166        0.000      163.285     1197.574
       1.171        0.000      163.285     1197.574
       1.171        0.000      163.285     1197.574
       1.172        0.000      163.285     1197.574
       1.172        0.000      163.285     1197.574
       1.173        0.000      163.285     1197.574
       1.173        0.000      163.285     1197.574
       1.174        0.000      163.285     1197.574
       1.174        0.000      163.285     1197.574
       1.178        0.000      163.285     1197.574
       1.178        0.000      163.285     1197.574
       1.179        0.000      163.285     1197.574
       1.180        0.000      163.285     1197.574
       1.181        0.000      163.285     1197.574
       1.181        0.000      163.285     1197.574
       1.182        0.000      163.285     1197.574
       1.182        0.000      163.285     1197.574
       1.187        0.000      163.285     1197.574
       1.187        0.000      163.285     1197.574
       1.188       20.353      163.285     1197.574
       1.189        0.000      163.285     1197.574
       1.189        0.000      163.285     1197.574
       1.190        0.000      163.285     1197.574
       1.190        0.000      163.285     1197.574
       1.191        2.138      163.285     1197.574
       1.195        0.000      163.285     1197.574
       1.196        0.000      163.285     1197.574
       1.196        0.000      163.285     1197.574
       1.197        0.000      163.285     1197.574
       1.199        0.000      163.285     1197.574
       1.199        0.000      163.285     1197.574
       1.200        0.000      163.285     1197.574
       1.200        0.000      163.285     1197.574
       1.201        0.000      163.285     1197.574
       1.201        0.000      163.285     1197.574
       1.207        0.000      163.285     1197.574
       1.207        0.000      163.285     1197.574
       1.208        0.000      163.285     1197.574
       1.208        0.000      163.285     1197.574
       1.209        0.000      163.285     1197.574
       1.209        0.000      163.285     1197.574
       1.210        0.000      163.285     1197.574
       1.210        0.000      163.285     1197.574
       1.215        0.000      163.285     1197.574
       1.216        0.000      163.285     1197.574
       1.216       20.334      163.285     1197.574
       1.217        0.000      163.285     1197.574
       1.217        0.000      163.285     1197.574
       1.218        0.000      163.285     1197.574
       1.221        0.000      163.285     1197.574
       1.222        0.000      163.285     1197.574
       1.222        0.000      163.285     1197.574
       1.223        0.000      163.285     1197.574
       1.223        0.000      163.285     1197.574
       1.224        0.000      163.285     1197.574
       1.224        0.000      163.285     1197.574
       1.225        0.000      163.285     1197.574
       1.225        0.000      163.285     1197.574
       1.226        0.000      163.285     1197.574
       1.226        0.000      163.285     1197.574
       1.230        0.000      163.285     1197.574
       1.235        0.000      163.285     1197.574
       1.235        0.000      163.285     1197.574
       1.236        0.000      163.285     1197.574
       1.236        0.000      163.285     1197.574
       1.237        0.000      163.285     1197.574
       1.237        0.000      163.285     1197.574
       1.238        0.000      163.285     1197.574
       1.239        0.000      163.285     1197.574
       1.239        0.000      163.285     1197.574
       1.240        0.000      163.285     1197.574
       1.240        0.000      163.285     1197.574
       1.241        0.000      163.285     1197.574
       1.241        0.000      163.285     1197.574
       1.242       20.345      163.285     1197.574
       1.242        0.000      163.285     1197.574
       1.247        0.000      163.285     1197.574
       1.247        0.000      163.285     1197.574
       1.248        0.000      163.285     1197.574
       1.251        0.000      163.285     1197.574
       1.251        0.000      163.285     1197.574
       1.255        0.000      163.285     1197.574
       1.255        0.000      163.285     1197.574
       1.256        0.000      163.285     1197.574
       1.256        0.000      163.285     1197.574
       1.257        0.000      163.285     1197.574
       1.257        0.000      163.285     1197.574
       1.258        0.000      163.285     1197.574
       1.258        0.000      163.285     1197.574
       1.262        0.000      163.285     1197.574
       1.263        0.000      163.285     1197.574
       1.263        0.000      163.285     1197.574
       1.264        0.000      163.285     1197.574
       1.264        0.000      163.285     1197.574
       1.265        0.000      163.285     1197.574
       1.265        0.000      163.285     1197.574
       1.266       20.387      163.285     1197.574
       1.266        0.000      163.285     1197.574
       1.271        0.000      163.285     1197.574
       1.271        0.000      163.285     1197.574
       1.272        0.000      163.285     1197.574
       1.272        0.000      163.285     1197.574
       1.273        0.000      163.285     1197.574
       1.273        0.000      163.285     1197.574
       1.274        0.000      163.285     1197.574
       1.274        0.000      163.285     1197.574
       1.279        0.000      163.285     1197.574
       1.279        0.000      163.285     1197.574
       1.285        0.000      163.285     1197.574
       1.286        0.000      163.285     1197.574
       1.286        0.000      163.285     1197.574
       1.290        0.000      163.285     1197.574
       1.290        0.000      163.285     1197.574
       1.293        0.000      163.285     1197.574
       1.293        0.000      163.285     1197.574
       1.294        0.000      163.285     1197.574
       1.295        2.538      163.285     1197.574
       1.309        0.000      163.285     1197.574
       1.316        0.000      163.285     1197.574
       1.316        0.000      163.285     1197.574
       1.317        0.000      163.285     1197.574
       1.317       19.715      163.285     1197.574
       1.318        0.000      163.285     1197.574
       1.318        0.000      163.285     1197.574
       1.318        0.000      163.285     1197.574
       1.329        0.000      163.285     1197.574
       1.329        0.000      163.285     1197.574
       1.330        0.000      163.285     1197.574
       1.341        0.000      163.285     1197.574
       1.342        0.000      163.285     1197.574
       1.347        0.000      163.285     1197.574
       1.348        0.000      163.285     1197.574
       1.348        0.000      163.285     1197.574
       1.349        0.000      163.285     1197.574
       1.349        0.000      163.285     1197.574
       1.350        0.000      163.285     1197.574
       1.350        0.000      163.285     1197.574
       1.373        0.000      163.285     1197.574
       1.377        0.000      163.285     1197.574
       1.378       20.247      163.285     1197.574
       1.378        0.000      163.285     1197.574
       1.384        0.000      163.285     1197.574
       1.384        0.000      163.285     1197.574
       1.399        0.000      163.285     1197.574
       1.400        0.000      163.285     1197.574
       1.400        0.000      163.285     1197.574
       1.401        0.000      163.285     1197.574
       1.401        0.000      163.285     1197.574
       1.402        0.000      163.285     1197.574
       1.410        0.000      163.285     1197.574
       1.415        0.000      163.285     1197.574
       1.417        0.000      163.285     1197.574
       1.417        0.000      163.285     1197.574
       1.418        0.000      163.285     1197.574
       1.427        0.000      163.285     1197.574
       1.427        0.000      163.285     1197.574
       1.428        0.000      163.285     1197.574
       1.428        0.000      163.285     1197.574
       1.429        0.000      163.285     1197.574
       1.429        0.000      163.285     1197.574
       1.430        0.000      163.285     1197.574
       1.461        0.296      163.285     1197.574
       1.464        0.000      163.285     1197.574
       1.465        0.000      163.285     1197.574
       1.465        0.000      163.285     1197.574
       1.466        0.000      163.285     1197.574
       1.479        0.000      163.285     1197.574
       1.480        0.000      163.285     1197.574
       1.485        0.000      163.285     1197.574
       1.485        0.000      163.285     1197.574
       1.486        0.000      163.285     1197.574
       1.495        0.000      163.285     1197.574
       1.495        0.000      163.285     1197.574
       1.500        0.000      163.285     1197.574
       1.500        0.000      163.285     1197.574
       1.501        0.000      163.285     1197.574
       1.501        0.000      163.285     1197.574
       1.502        0.000      163.285     1197.574
       1.507        0.000      163.285     1197.574
       1.511       14.031      163.285     1197.574
       1.512        0.000      163.285     1197.574
       1.512        0.000      163.285     1197.574
       1.512        0.000      163.285     1197.574
       1.513        0.000      163.285     1197.574
       1.513        0.000      163.285     1197.574
       1.514        0.000      163.285     1197.574
       1.514        0.000      163.285     1197.574
       1.529        0.000      163.285     1197.574
       1.530        0.000      163.285     1197.574
       1.532        0.000      163.285     1197.574
       1.533        0.000      163.285     1197.574
       1.533        0.000      163.285     1197.574
       1.546        0.000      163.285     1197.574
       1.546        0.000      163.285     1197.574
       1.551        0.000      163.285     1197.574
       1.552        0.000      163.285     1197.574
       1.552        0.000      163.285     1197.574
       1.553       20.225      163.285     1197.574
       1.553        0.000      163.285     1197.574
       1.554        0.000      163.285     1197.574
       1.554        0.000      163.285     1197.574
       1.556        0.000      163.285     1197.574
       1.556        0.000      163.285     1197.574
       1.559        0.000      163.285     1197.574
       1.560        0.000      163.285     1197.574
       1.561        0.000      163.285     1197.574
       1.561        0.000      163.285     1197.574
       1.562        0.000      163.285     1197.574
       1.566        0.000      163.285     1197.574
       1.567        0.000      163.285     1197.574
       1.569        0.000      163.285     1197.574
       1.569        0.000      163.285     1197.574
       1.570        0.000      163.285     1197.574
       1.570        0.000      163.285     1197.574
       1.571        0.000      163.285     1197.574
       1.573       18.623      163.285     1197.574
       1.573        0.000      163.285     1197.574
       1.574        0.000      163.285     1197.574
       1.574        0.000      163.285     1197.574
       1.579        0.000      163.285     1197.574
       1.580        0.000      163.285     1197.574
       1.580        0.000      163.285     1197.574
       1.581        0.000      163.285     1197.574
       1.583        0.000      163.285     1197.574
       1.587        0.000      163.285     1197.574
       1.587        0.000      163.285     1197.574
       1.588        0.000      163.285     1197.574
       1.588       20.297      163.285     1197.574
       1.591        0.000      163.285     1197.574
       1.591        0.000      163.285     1197.574
       1.592        0.000      163.285     1197.574
       1.593        0.000      163.285     1197.574
       1.594        0.000      163.285     1197.574
       1.597        0.000      163.285     1197.574
       1.597        0.000      163.285     1197.574
       1.598        0.000      163.285     1197.574
       1.598        0.000      163.285     1197.574
       1.606        0.000      163.285     1197.574
       1.606        0.000      163.285     1197.574
       1.607       15.852      163.285     1197.574
       1.608        0.000      163.285     1197.574
       1.608        0.000      163.285     1197.574
       1.609        0.000      163.285     1197.574
       1.609        0.000      163.285     1197.574
       1.610        0.000      163.285     1197.574
       1.612        0.000      163.285     1197.574
       1.612        0.000      163.285     1197.574
       1.613        0.000      163.285     1197.574
       1.613        0.000      163.285     1197.574
       1.614        0.000      163.285     1197.574
       1.614        0.000      163.285     1197.574
       1.619        0.000      163.285     1197.574
       1.620        0.000      163.285     1197.574
       1.620        0.000      163.285     1197.574
