******** CONFIGURAÇÃO DE PARALELISMO **************

Número de jobs: 4
       0.263        0.000      163.227     1197.570
       0.264        0.000      163.227     1197.570
       0.264        0.000      163.227     1197.570
       0.264        0.000      163.227     1197.570
       0.265        0.000      163.227     1197.570
       0.265        0.000      163.227     1197.570
       0.265        0.405      163.227     1197.570
       0.290        0.000      163.227     1197.570
       0.290        0.000      163.227     1197.570
       0.291        0.000      163.227     1197.570
       0.291        0.000      163.227     1197.570
       0.291        0.000      163.227     1197.570
       0.292        0.000      163.227     1197.570
       0.292        0.000      163.227     1197.570
       0.292        0.000      163.227     1197.570
       0.293        0.000      163.227     1197.570
       0.293        0.000      163.227     1197.570
       0.302        0.000      163.227     1197.570
       0.302        0.000      163.227     1197.570
       0.302        0.000      163.227     1197.570
       0.303        0.000      163.227     1197.570
       0.303        0.000      163.227     1197.570
       0.303        0.000      163.227     1197.570
       0.303        0.000      163.227     1197.570
       0.304        0.000      163.227     1197.570
       0.304        0.000      163.227     1197.570
       0.308        0.000      163.227     1197.570
       0.319        0.000      163.227     1197.570
       0.319        0.000      163.227     1197.570
       0.320        0.000      163.227     1197.570
       0.320        0.000      163.227     1197.570
       0.326        0.000      163.227     1197.570
       0.326        0.000      163.227     1197.570
       0.326        0.000      163.227     1197.570
       0.327       32.428      163.227     1197.570
       0.327        0.000      163.227     1197.570
       0.327        0.000      163.227     1197.570
       0.327        0.000      163.227     1197.570
       0.328        0.000      163.227     1197.570
       0.328        0.000      163.227     1197.570
       0.328        0.000      163.227     1197.570
       0.329        0.000      163.227     1197.570
       0.329        0.000      163.227     1197.570
       0.336        0.000      163.227     1197.570
       0.336        0.000      163.227     1197.570
       0.336        0.000      163.227     1197.570
       0.337        0.000      163.227     1197.570
       0.337        0.000      163.227     1197.570
       0.337        0.000      163.227     1197.570
       0.338        0.000      163.227     1197.570
       0.338        0.000      163.227     1197.570
       0.339        0.000      163.227     1197.570
       0.339        0.000      163.227     1197.570
       0.339        0.000      163.227     1197.570
       0.340        0.000      163.227     1197.570
       0.340        0.000      163.227     1197.570
       0.340        0.000      163.227     1197.570
       0.346        0.000      163.227     1197.570
       0.346        0.000      163.227     1197.570
       0.346        0.000      163.227     1197.570
       0.347        0.000      163.227     1197.570
       0.347        0.000      163.227     1197.570
       0.347        0.000      163.227     1197.570
       0.348        0.000      163.227     1197.570
       0.348        0.000      163.227     1197.570
       0.349        8.889      163.227     1197.570
       0.349        0.000      163.227     1197.570
       0.350        0.000      163.227     1197.570
       0.350        0.000      163.227     1197.570
       0.350        0.000      163.227     1197.570
       0.351        0.000      163.227     1197.570
       0.351        0.000      163.227     1197.570
       0.351        0.000      163.227     1197.570
       0.352        0.000      163.227     1197.570
       0.352        0.000      163.227     1197.570
       0.352        0.000      163.227     1197.570
       0.353        0.000      163.227     1197.570
       0.353        0.000      163.227     1197.570
       0.353        0.000      163.227     1197.570
       0.361        0.000      163.227     1197.570
       0.361        0.000      163.227     1197.570
       0.362        0.000      163.227     1197.570
       0.363        0.000      163.227     1197.570
       0.363        0.000      163.227     1197.570
       0.363        0.000      163.227     1197.570
       0.364        0.000      163.227     1197.570
       0.364        0.000      163.227     1197.570
       0.364        0.000      163.227     1197.570
       0.365        0.000      163.227     1197.570
       0.365        0.000      163.227     1197.570
       0.365        0.000      163.227     1197.570
       0.369        0.000      163.227     1197.570
       0.370        0.000      163.227     1197.570
       0.370        0.000      163.227     1197.570
       0.370        0.000      163.227     1197.570
       0.371        0.000      163.227     1197.570
       0.371        0.000      163.227     1197.570
       0.374        0.000      163.227     1197.570
       0.374       32.304      163.227     1197.570
       0.374        0.000      163.227     1197.570
       0.375        0.000      163.227     1197.570
       0.375        0.000      163.227     1197.570
       0.375        0.000      163.227     1197.570
       0.376        0.000      163.227     1197.570
       0.376        0.000      163.227     1197.570
       0.376        0.000      163.227     1197.570
       0.376        0.000      163.227     1197.570
       0.377        0.000      163.227     1197.570
       0.377        0.000      163.227     1197.570
       0.377        0.000      163.227     1197.570
       0.381        0.000      163.227     1197.570
       0.381        0.000      163.227     1197.570
       0.383        0.000      163.227     1197.570
       0.383        0.000      163.227     1197.570
       0.383        0.000      163.227     1197.570
       0.383        0.000      163.227     1197.570
       0.384        0.000      163.227     1197.570
       0.384        0.000      163.227     1197.570
       0.384        0.000      163.227     1197.570
       0.385       32.604      163.227     1197.570
       0.385        0.000      163.227     1197.570
       0.385        0.000      163.227     1197.570
       0.389        0.000      163.227     1197.570
       0.390        0.000      163.227     1197.570
       0.390        0.000      163.227     1197.570
       0.390        0.000      163.227     1197.570
       0.391        0.000      163.227     1197.570
       0.391        0.000      163.227     1197.570
       0.391        0.000      163.227     1197.570
       0.392        0.000      163.227     1197.570
       0.392        0.000      163.227     1197.570
       0.392        0.000      163.227     1197.570
       0.393        0.000      163.227     1197.570
       0.393        0.000      163.227     1197.570
       0.393        0.000      163.227     1197.570
       0.398        0.000      163.227     1197.570
       0.399        0.000      163.227     1197.570
       0.400        0.000      163.227     1197.570
       0.401        0.000      163.227     1197.570
       0.401        0.000      163.227     1197.570
       0.402        0.000      163.227     1197.570
       0.402        0.000      163.227     1197.570
       0.402        0.000      163.227     1197.570
       0.403        0.000      163.227     1197.570
       0.403        0.000      163.227     1197.570
       0.403        0.000      163.227     1197.570
       0.404        0.000      163.227     1197.570
       0.404        0.000      163.227     1197.570
       0.404        0.000      163.227     1197.570
       0.405        0.000      163.227     1197.570
       0.405       32.652      163.227     1197.570
       0.405        0.000      163.227     1197.570
       0.410        0.000      163.227     1197.570
       0.411        0.000      163.227     1197.570
       0.411        0.000      163.227     1197.570
       0.414        0.000      163.227     1197.570
       0.414        0.000      163.227     1197.570
       0.414        0.000      163.227     1197.570
       0.415        0.000      163.227     1197.570
       0.415        0.000      163.227     1197.570
       0.415        0.000      163.227     1197.570
       0.416        0.000      163.227     1197.570
       0.416        0.000      163.227     1197.570
       0.416        0.000      163.227     1197.570
       0.416        0.000      163.227     1197.570
       0.417        0.000      163.227     1197.570
       0.417        0.000      163.227     1197.570
       0.417        0.000      163.227     1197.570
       0.420        0.000      163.227     1197.570
       0.421        0.000      163.227     1197.570
       0.421        0.000      163.227     1197.570
       0.421        0.000      163.227     1197.570
       0.426        0.000      163.227     1197.570
       0.426        0.000      163.227     1197.570
       0.426        0.000      163.227     1197.570
       0.427        0.000      163.227     1197.570
       0.427        0.000      163.227     1197.570
       0.427        0.000      163.227     1197.570
       0.428        0.000      163.227     1197.570
       0.429        0.000      163.227     1197.570
       0.429        0.000      163.227     1197.570
       0.430        0.000      163.227     1197.570
       0.431       32.372      163.227     1197.570
       0.431        0.000      163.227     1197.570
       0.431        0.000      163.227     1197.570
       0.432        0.000      163.227     1197.570
       0.432        0.000      163.227     1197.570
       0.432        0.000      163.227     1197.570
       0.432        0.000      163.227     1197.570
       0.433        0.000      163.227     1197.570
       0.433        0.000      163.227     1197.570
       0.433        0.000      163.227     1197.570
       0.438        0.000      163.227     1197.570
       0.438        0.000      163.227     1197.570
       0.439        0.000      163.227     1197.570
       0.439        0.000      163.227     1197.570
       0.441        0.000      163.227     1197.570
       0.441        0.000      163.227     1197.570
       0.441        0.000      163.227     1197.570
       0.451        0.000      163.227     1197.570
       0.451        0.000      163.227     1197.570
       0.452        0.000      163.227     1197.570
       0.452        0.000      163.227     1197.570
       0.452        0.000      163.227     1197.570
       0.453        0.000      163.227     1197.570
       0.453        0.000      163.227     1197.570
       0.453        0.000      163.227     1197.570
       0.457        0.000      163.227     1197.570
       0.458        0.000      163.227     1197.570
       0.458        0.000      163.227     1197.570
       0.459        0.000      163.227     1197.570
       0.459        0.000      163.227     1197.570
       0.459        0.000      163.227     1197.570
       0.459        0.000      163.227     1197.570
       0.460        0.000      163.227     1197.570
       0.460        0.000      163.227     1197.570
       0.461        0.000      163.227     1197.570
       0.461        0.000      163.227     1197.570
       0.461       32.569      163.227     1197.570
       0.466        0.000      163.227     1197.570
       0.466        0.000      163.227     1197.570
       0.466        0.000      163.227     1197.570
       0.466        0.000      163.227     1197.570
       0.467        0.000      163.227     1197.570
       0.467        0.000      163.227     1197.570
       0.467        0.000      163.227     1197.570
       0.468        0.000      163.227     1197.570
       0.468        0.000      163.227     1197.570
       0.468        0.000      163.227     1197.570
       0.469        0.000      163.227     1197.570
       0.469        0.000      163.227     1197.570
       0.469        0.000      163.227     1197.570
       0.471        0.000      163.227     1197.570
       0.471        0.000      163.227     1197.570
       0.471        0.000      163.227     1197.570
       0.472        0.000      163.227     1197.570
       0.472        0.000      163.227     1197.570
       0.477        0.000      163.227     1197.570
       0.478        0.000      163.227     1197.570
       0.478        0.000      163.227     1197.570
       0.478        0.000      163.227     1197.570
       0.479        0.000      163.227     1197.570
       0.479        0.000      163.227     1197.570
       0.480        0.000      163.227     1197.570
       0.480        0.000      163.227     1197.570
       0.480        0.000      163.227     1197.570
       0.486        0.000      163.227     1197.570
       0.486        0.000      163.227     1197.570
       0.486        0.000      163.227     1197.570
       0.487        0.000      163.227     1197.570
       0.487       32.529      163.227     1197.570
       0.487        0.000      163.227     1197.570
       0.488        0.000      163.227     1197.570
       0.488        0.000      163.227     1197.570
       0.488        0.000      163.227     1197.570
       0.489        0.000      163.227     1197.570
       0.489        0.000      163.227     1197.570
       0.490        0.000      163.227     1197.570
       0.490        0.000      163.227     1197.570
       0.490        0.000      163.227     1197.570
       0.491        0.000      163.227     1197.570
       0.494        0.000      163.227     1197.570
       0.494        0.000      163.227     1197.570
       0.494        0.000      163.227     1197.570
       0.495        0.000      163.227     1197.570
       0.495        0.000      163.227     1197.570
       0.495        0.000      163.227     1197.570
       0.497        0.000      163.227     1197.570
       0.497        0.000      163.227     1197.570
       0.497        0.000      163.227     1197.570
       0.499        0.000      163.227     1197.570
       0.499        0.000      163.227     1197.570
       0.499        0.000      163.227     1197.570
       0.500        0.000      163.227     1197.570
       0.502        0.000      163.227     1197.570
       0.502        0.000      163.227     1197.570
       0.502        0.000      163.227     1197.570
       0.503        0.000      163.227     1197.570
       0.503        0.000      163.227     1197.570
       0.503        0.000      163.227     1197.570
       0.504        0.000      163.227     1197.570
       0.504       32.525      163.227     1197.570
       0.504        0.000      163.227     1197.570
       0.504        0.000      163.227     1197.570
       0.505        0.000      163.227     1197.570
       0.505        0.000      163.227     1197.570
       0.509        0.000      163.227     1197.570
       0.510        0.000      163.227     1197.570
       0.510        0.000      163.227     1197.570
       0.510        0.000      163.227     1197.570
       0.514        0.000      163.227     1197.570
       0.514        0.000      163.227     1197.570
       0.514        0.000      163.227     1197.570
       0.514        0.000      163.227     1197.570
       0.515        0.000      163.227     1197.570
       0.515        0.000      163.227     1197.570
       0.515        0.000      163.227     1197.570
       0.516        0.000      163.227     1197.570
       0.516        0.000      163.227     1197.570
       0.516        0.000      163.227     1197.570
       0.517        0.000      163.227     1197.570
       0.517        0.000      163.227     1197.570
       0.517        0.000      163.227     1197.570
       0.521        0.000      163.227     1197.570
       0.521        0.000      163.227     1197.570
       0.524        0.000      163.227     1197.570
       0.525        0.000      163.227     1197.570
       0.525        0.000      163.227     1197.570
       0.525        0.000      163.227     1197.570
       0.526        0.000      163.227     1197.570
       0.526        0.000      163.227     1197.570
       0.526        0.000      163.227     1197.570
       0.526        0.000      163.227     1197.570
       0.527        0.000      163.227     1197.570
       0.527       32.666      163.227     1197.570
       0.527        0.000      163.227     1197.570
       0.528        0.000      163.227     1197.570
       0.530        0.000      163.227     1197.570
       0.530        0.000      163.227     1197.570
       0.530        0.000      163.227     1197.570
       0.531        0.000      163.227     1197.570
       0.531        0.000      163.227     1197.570
       0.531        0.000      163.227     1197.570
       0.534        0.000      163.227     1197.570
       0.534        0.000      163.227     1197.570
       0.534        0.000      163.227     1197.570
       0.535        0.000      163.227     1197.570
       0.535        0.000      163.227     1197.570
       0.535        0.000      163.227     1197.570
       0.535        0.000      163.227     1197.570
       0.536        0.000      163.227     1197.570
       0.541        0.000      163.227     1197.570
       0.541        0.000      163.227     1197.570
       0.541        0.000      163.227     1197.570
       0.545        0.000      163.227     1197.570
       0.546        0.000      163.227     1197.570
       0.546        0.000      163.227     1197.570
       0.546        0.000      163.227     1197.570
       0.547        0.000      163.227     1197.570
       0.547        0.000      163.227     1197.570
       0.547        0.000      163.227     1197.570
       0.548        0.000      163.227     1197.570
       0.548        0.000      163.227     1197.570
       0.548        0.000      163.227     1197.570
       0.549        0.000      163.227     1197.570
       0.549        0.000      163.227     1197.570
       0.549        3.652      163.227     1197.570
       0.552        0.000      163.227     1197.570
       0.552        0.000      163.227     1197.570
       0.553        0.000      163.227     1197.570
       0.553        0.000      163.227     1197.570
       0.553        0.000      163.227     1197.570
       0.553        0.000      163.227     1197.570
       0.558        0.000      163.227     1197.570
       0.558        0.000      163.227     1197.570
       0.558        0.000      163.227     1197.570
       0.559        0.000      163.227     1197.570
       0.559        0.000      163.227     1197.570
       0.559        0.000      163.227     1197.570
       0.560        0.000      163.227     1197.570
       0.560        0.000      163.227     1197.570
       0.560        0.000      163.227     1197.570
       0.563        0.000      163.227     1197.570
       0.563        0.000      163.227     1197.570
       0.564        0.000      163.227     1197.570
       0.564        0.000      163.227     1197.570
       0.564        0.000      163.227     1197.570
       0.564        0.000      163.227     1197.570
       0.565        0.000      163.227     1197.570
       0.565        0.000      163.227     1197.570
       0.565        0.000      163.227     1197.570
       0.569        0.000      163.227     1197.570
       0.569        0.000      163.227     1197.570
       0.569        0.000      163.227     1197.570
       0.572        0.000      163.227     1197.570
       0.573        0.000      163.227     1197.570
       0.573        0.000      163.227     1197.570
       0.573        0.000      163.227     1197.570
       0.573        0.000      163.227     1197.570
       0.574        0.000      163.227     1197.570
       0.578        0.000      163.227     1197.570
       0.578        0.000      163.227     1197.570
       0.578        0.000      163.227     1197.570
       0.579        0.000      163.227     1197.570
       0.579        0.000      163.227     1197.570
       0.579       28.288      163.227     1197.570
       0.580        0.000      163.227     1197.570
       0.580        0.000      163.227     1197.570
       0.580        0.000      163.227     1197.570
       0.581        0.000      163.227     1197.570
       0.581        0.000      163.227     1197.570
       0.581        0.000      163.227     1197.570
       0.586        0.000      163.227     1197.570
       0.586        0.000      163.227     1197.570
       0.586        0.000      163.227     1197.570
       0.587        0.000      163.227     1197.570
       0.587        0.000      163.227     1197.570
       0.587        0.000      163.227     1197.570
       0.587        0.000      163.227     1197.570
       0.588        0.000      163.227     1197.570
       0.588       32.327      163.227     1197.570
       0.588        0.000      163.227     1197.570
       0.589        0.000      163.227     1197.570
       0.589        0.000      163.227     1197.570
       0.592        0.000      163.227     1197.570
       0.593        0.000      163.227     1197.570
       0.593        0.000      163.227     1197.570
       0.593        0.000      163.227     1197.570
       0.598        0.000      163.227     1197.570
       0.598        0.000      163.227     1197.570
       0.598        0.000      163.227     1197.570
       0.599        0.000      163.227     1197.570
       0.599        0.000      163.227     1197.570
       0.601        0.000      163.227     1197.570
       0.603        0.000      163.227     1197.570
       0.603        0.000      163.227     1197.570
       0.603        0.000      163.227     1197.570
       0.604        0.000      163.227     1197.570
       0.604        0.000      163.227     1197.570
       0.604        0.000      163.227     1197.570
       0.604        0.000      163.227     1197.570
       0.605        0.000      163.227     1197.570
       0.605        0.000      163.227     1197.570
       0.605        0.000      163.227     1197.570
       0.610        0.000      163.227     1197.570
       0.610        0.000      163.227     1197.570
       0.610        0.000      163.227     1197.570
       0.611        0.000      163.227     1197.570
       0.611        0.000      163.227     1197.570
       0.611        0.000      163.227     1197.570
       0.612        0.000      163.227     1197.570
       0.612        0.000      163.227     1197.570
       0.612        0.000      163.227     1197.570
       0.615        0.000      163.227     1197.570
       0.615        0.000      163.227     1197.570
       0.618        0.000      163.227     1197.570
       0.618        0.000      163.227     1197.570
       0.620        0.000      163.227     1197.570
       0.620        0.000      163.227     1197.570
       0.620        0.000      163.227     1197.570
       0.620        0.000      163.227     1197.570
       0.622        5.002      163.227     1197.570
       0.623        0.000      163.227     1197.570
       0.623        0.000      163.227     1197.570
       0.623        0.000      163.227     1197.570
       0.624        0.000      163.227     1197.570
       0.624        0.000      163.227     1197.570
       0.626        0.000      163.227     1197.570
       0.627        0.000      163.227     1197.570
       0.627        0.000      163.227     1197.570
       0.627        0.000      163.227     1197.570
       0.628        0.000      163.227     1197.570
       0.628        0.000      163.227     1197.570
       0.633        0.000      163.227     1197.570
       0.633        0.000      163.227     1197.570
       0.633        0.000      163.227     1197.570
       0.634        0.000      163.227     1197.570
       0.634        0.000      163.227     1197.570
       0.634        0.000      163.227     1197.570
       0.635        0.000      163.227     1197.570
       0.635        0.000      163.227     1197.570
       0.635        0.000      163.227     1197.570
       0.636        0.000      163.227     1197.570
       0.636        0.000      163.227     1197.570
       0.636        0.000      163.227     1197.570
       0.636        0.000      163.227     1197.570
       0.637        0.000      163.227     1197.570
       0.637        0.000      163.227     1197.570
       0.637        0.000      163.227     1197.570
       0.641        0.000      163.227     1197.570
       0.642        0.000      163.227     1197.570
       0.642        0.000      163.227     1197.570
       0.642        0.000      163.227     1197.570
       0.642        0.000      163.227     1197.570
       0.646        0.000      163.227     1197.570
       0.646       32.120      163.227     1197.570
       0.646        0.000      163.227     1197.570
       0.646        0.000      163.227     1197.570
       0.647        0.000      163.227     1197.570
       0.647        0.000      163.227     1197.570
       0.650        0.000      163.227     1197.570
       0.650        0.000      163.227     1197.570
       0.650        0.000      163.227     1197.570
       0.651        0.000      163.227     1197.570
       0.652        0.000      163.227     1197.570
       0.652        0.000      163.227     1197.570
       0.652        0.000      163.227     1197.570
       0.653        0.000      163.227     1197.570
       0.653        0.000      163.227     1197.570
       0.658        0.000      163.227     1197.570
       0.658        0.000      163.227     1197.570
       0.658        0.000      163.227     1197.570
       0.659        0.000      163.227     1197.570
       0.659        0.000      163.227     1197.570
       0.659        0.000      163.227     1197.570
       0.660        0.000      163.227     1197.570
       0.660        0.000      163.227     1197.570
       0.660        0.000      163.348     1197.570
       0.661        0.000      163.348     1197.570
       0.661        0.000      163.348     1197.570
       0.661        0.000      163.348     1197.570
       0.662        0.000      163.348     1197.570
       0.662        0.000      163.348     1197.570
       0.662        0.000      163.348     1197.570
       0.663        0.000      163.348     1197.570
       0.663        0.000      163.348     1197.570
       0.666        0.000      163.348     1197.570
       0.666        0.000      163.348     1197.570
       0.666        0.000      163.348     1197.570
       0.667       32.480      163.348     1197.570
       0.667        0.000      163.348     1197.570
       0.667        0.000      163.348     1197.570
       0.668        0.000      163.348     1197.570
       0.668        0.000      163.348     1197.570
       0.668        0.000      163.348     1197.570
       0.669        0.000      163.348     1197.570
       0.669        0.000      163.348     1197.570
       0.669        0.000      163.348     1197.570
       0.673        0.000      163.348     1197.570
       0.674        0.000      163.348     1197.570
       0.674        0.000      163.348     1197.570
       0.678        0.000      163.348     1197.570
       0.678        0.000      163.348     1197.570
       0.678        0.000      163.348     1197.570
       0.678       31.126      163.348     1197.570
       0.679        0.000      163.348     1197.570
       0.679        0.000      163.348     1197.570
       0.679        0.000      163.348     1197.570
       0.680        0.000      163.348     1197.570
       0.680        0.000      163.348     1197.570
       0.681        0.000      163.348     1197.570
       0.681        0.000      163.348     1197.570
       0.683        0.000      163.348     1197.570
       0.684        0.000      163.348     1197.570
       0.684        0.000      163.348     1197.570
       0.684        0.000      163.348     1197.570
       0.685        0.000      163.348     1197.570
       0.685        0.000      163.348     1197.570
       0.685        0.000      163.348     1197.570
       0.690        0.000      163.348     1197.570
       0.690        0.000      163.348     1197.570
       0.690        0.000      163.348     1197.570
       0.691        0.000      163.348     1197.570
       0.691        0.000      163.348     1197.570
       0.691        0.000      163.348     1197.570
       0.692        0.000      163.348     1197.570
       0.692        0.000      163.348     1197.570
       0.692        0.000      163.348     1197.570
       0.693        0.000      163.348     1197.570
       0.693        0.000      163.348     1197.570
       0.693        0.000      163.348     1197.570
       0.698        0.000      163.348     1197.570
       0.698        0.000      163.348     1197.570
       0.698        0.000      163.348     1197.570
       0.698        0.000      163.348     1197.570
       0.699        0.000      163.348     1197.570
       0.699       32.478      163.348     1197.570
       0.699        0.000      163.348     1197.570
       0.700        0.000      163.348     1197.570
       0.700        0.000      163.348     1197.570
       0.700        0.000      163.348     1197.570
       0.701        0.000      163.348     1197.570
       0.704        0.000      163.348     1197.570
       0.704        0.000      163.348     1197.570
       0.704        0.000      163.348     1197.570
       0.705        0.000      163.348     1197.570
       0.705        0.000      163.348     1197.570
       0.705        0.000      163.348     1197.570
       0.706        0.000      163.348     1197.570
       0.707        0.000      163.348     1197.570
       0.707        0.000      163.348     1197.570
       0.707        0.000      163.348     1197.570
       0.708        0.000      163.348     1197.570
       0.708        0.000      163.348     1197.570
       0.708        0.000      163.348     1197.570
       0.709        0.000      163.348     1197.570
       0.709        0.000      163.348     1197.570
       0.709        0.000      163.348     1197.570
       0.714        0.000      163.348     1197.570
       0.714        0.000      163.348     1197.570
       0.714        0.000      163.348     1197.570
       0.715        0.000      163.348     1197.570
       0.715        0.000      163.348     1197.570
       0.718        0.000      163.348     1197.570
       0.718        0.000      163.348     1197.570
       0.720        0.000      163.348     1197.570
       0.720        0.000      163.348     1197.570
       0.721        0.000      163.348     1197.570
       0.721        0.000      163.348     1197.570
       0.723        0.000      163.348     1197.570
       0.723        0.000      163.348     1197.570
       0.724        0.000      163.348     1197.570
       0.724        0.000      163.348     1197.570
       0.725        0.000      163.348     1197.570
       0.725        0.000      163.348     1197.570
       0.725        0.000      163.348     1197.570
       0.729        0.000      163.348     1197.570
       0.729        0.000      163.348     1197.570
       0.729        0.000      163.348     1197.570
       0.730        0.000      163.348     1197.570
       0.730        0.000      163.348     1197.570
       0.730        0.000      163.348     1197.570
       0.730        0.000      163.348     1197.570
       0.731        0.000      163.348     1197.570
       0.731       32.332      163.348     1197.570
       0.731        0.000      163.348     1197.570
       0.732        0.000      163.348     1197.570
       0.732        0.000      163.348     1197.570
       0.738        0.000      163.348     1197.570
       0.738        0.000      163.348     1197.570
       0.738        0.000      163.348     1197.570
       0.738        0.000      163.348     1197.570
       0.739        0.000      163.348     1197.570
       0.739        0.000      163.348     1197.570
       0.739        0.000      163.348     1197.570
       0.740        0.000      163.348     1197.570
       0.740        0.000      163.348     1197.570
       0.740        0.000      163.348     1197.570
       0.742        0.000      163.348     1197.570
       0.742        0.000      163.348     1197.570
       0.742        0.000      163.348     1197.570
       0.743        0.000      163.348     1197.570
       0.743        0.000      163.348     1197.570
       0.743        0.000      163.348     1197.570
       0.743        0.000      163.348     1197.570
       0.744        0.000      163.348     1197.570
       0.748        0.000      163.348     1197.570
       0.748        0.000      163.348     1197.570
       0.748        0.000      163.348     1197.570
       0.748        0.000      163.348     1197.570
       0.749        0.000      163.348     1197.570
       0.749        0.000      163.348     1197.570
       0.749        0.000      163.348     1197.570
       0.751        0.000      163.348     1197.570
       0.751        0.000      163.348     1197.570
       0.752        0.000      163.348     1197.570
       0.752        0.000      163.348     1197.570
       0.752        0.000      163.348     1197.570
       0.753        0.000      163.348     1197.570
       0.753       32.446      163.348     1197.570
       0.753        0.000      163.348     1197.570
       0.758        0.000      163.348     1197.570
       0.758        0.000      163.348     1197.570
       0.758        0.000      163.348     1197.570
       0.759        0.000      163.348     1197.570
       0.759        0.000      163.348     1197.570
       0.759        0.000      163.348     1197.570
       0.759        0.000      163.348     1197.570
       0.760        0.000      163.348     1197.570
       0.762        0.000      163.348     1197.570
       0.762        0.000      163.348     1197.570
       0.762        0.000      163.348     1197.570
       0.763        0.000      163.348     1197.570
       0.763        0.000      163.348     1197.570
       0.763        0.000      163.348     1197.570
       0.763        0.000      163.348     1197.570
       0.770        0.000      163.348     1197.570
       0.770        0.000      163.348     1197.570
       0.770        0.000      163.348     1197.570
       0.771        0.000      163.348     1197.570
       0.771        0.000      163.348     1197.570
       0.771        0.000      163.348     1197.570
       0.771        0.000      163.348     1197.570
       0.772        0.000      163.348     1197.570
       0.772        0.000      163.348     1197.570
       0.772        0.000      163.348     1197.570
       0.773        0.000      163.348     1197.570
